lambda_air(A)  lambda_vac(A)  FWHM(A)  Flux(10^-16^erg/s/cm2/{AA})
  7745.5879    7747.7190  0.1816    0.2708
  7746.4458    7748.5780  0.1770    0.2286
  7749.4395    7751.5720  0.2404    2.0052
  7750.6562    7752.7890  0.1769   20.9867
  7751.8770    7754.0100  0.1639    0.3089
  7752.3560    7754.4890  0.2531    0.2239
  7752.5903    7754.7240  0.1930    0.2342
  7755.2837    7757.4180  0.1880    0.1289
  7756.3613    7758.4960  0.1652    0.1413
  7756.8242    7758.9590  0.5169    0.3852
  7756.9683    7759.1030  0.1890    0.4394
  7760.0107    7762.1460  0.2458    6.9925
  7761.2280    7763.3640  0.1881    0.1174
  7762.3350    7764.4710  0.2215    0.1300
  7764.4014    7766.5380  0.1681    0.1267
  7767.4404    7769.5780  0.2117    0.1122
  7768.5146    7770.6520  0.1808    0.1214
  7769.0674    7771.2050  0.3421    0.1773
  7769.2637    7771.4020  0.1954    0.2118
  7771.9604    7774.0990  0.1882    0.8495
  7773.2290    7775.3680  0.1858    1.6236
  7773.5337    7775.6730  0.1742    1.6293
  7773.8657    7776.0050  0.1183    0.2080
  7774.1802    7776.3190  0.2034    0.5157
  7774.9878    7777.1270  0.1830    0.1059
  7775.4028    7777.5420  0.1991    0.3562
  7779.2192    7781.3600  0.1731    0.1367
  7779.6011    7781.7420  0.2952    0.1273
  7780.4336    7782.5750  0.2096    4.7248
  7781.1265    7783.2680  0.2625    0.1096
  7781.5952    7783.7370  0.6015    0.1057
  7782.3477    7784.4890  0.2105    0.1433
  7783.6978    7785.8400  0.2834    0.1727
  7785.0195    7787.1620  0.1944    0.2168
  7785.5088    7787.6510  0.4573    0.1608
  7785.7505    7787.8930  0.2145    0.1590
  7786.2852    7788.4280  0.0650    0.1324
  7786.7427    7788.8850  0.2128    0.1672
  7787.4727    7789.6160  0.2023    0.2098
  7788.6826    7790.8260  0.2004    0.1879
  7789.6953    7791.8390  0.1697    0.2287
  7790.6714    7792.8150  0.1721    0.5203
  7791.2275    7793.3710  0.1844    0.5408
  7792.1792    7794.3230  0.1872    0.2088
  7793.4028    7795.5470  0.2049    0.2010
  7794.1206    7796.2650  0.2056   15.8224
  7794.9126    7797.0570  0.2184    0.2023
  7796.1152    7798.2600  0.1755    0.1488
  7797.9551    7800.1010  0.1946    0.1445
  7799.1226    7801.2690  0.1228    0.1033
  7799.3477    7801.4940  0.3317    0.1078
  7799.8638    7802.0100  0.5149    0.0984
  7802.2383    7804.3850  0.2385    0.0881
  7803.5435    7805.6910  0.4915    0.1075
  7804.0601    7806.2070  0.2197    0.1442
  7806.4048    7808.5530  0.1740    0.1659
  7807.6992    7809.8480  0.2109    0.2210
  7808.4800    7810.6290  0.1964    6.6913
  7810.3130    7812.4620  0.1803    0.1972
  7811.5396    7813.6890  0.1772    0.2512
  7812.4106    7814.5600  0.1759    0.2175
  7813.3164    7815.4660  0.1809    0.1846
  7814.4595    7816.6100  0.1590    0.2408
  7814.8286    7816.9790  0.1759    0.2426
  7815.7349    7817.8850  0.3180    0.2668
  7816.6909    7818.8420  0.2111    0.1102
  7818.8486    7821.0000  0.1812    0.2416
  7819.3052    7821.4570  0.1943    0.3398
  7820.0498    7822.2010  0.1884    0.2423
  7820.9927    7823.1450  0.1830    0.2718
  7821.5190    7823.6710  0.2869   14.3636
  7822.1724    7824.3250  0.2825    0.1217
  7823.4995    7825.6520  0.1732    0.2023
  7824.6846    7826.8380  0.1839    0.2177
  7825.7217    7827.8750  0.1958    0.1522
  7828.3740    7830.5280  0.2244    0.2145
  7828.7705    7830.9250  0.1929    0.3569
  7829.5693    7831.7240  0.1991    0.1918
  7833.5391    7835.6940  0.2326    0.2693
  7834.2690    7836.4250  0.1681    0.1349
  7834.7524    7836.9080  0.1458    0.1518
  7838.6040    7840.7610  0.1411    0.1210
  7838.9927    7841.1490  0.2026    0.1185
  7840.1113    7842.2680  0.2661    0.1291
  7841.2847    7843.4420  0.1784    6.7951
  7844.6528    7846.8110  0.1687    0.1163
  7845.8140    7847.9730  0.1781    0.1056
  7849.1597    7851.3190  0.1853    0.6628
  7849.7358    7851.8950  0.1960    1.6802
  7850.5400    7852.7000  0.2169    0.4367
  7851.9912    7854.1520  0.1509    0.3939
  7852.3252    7854.4860  0.2044    0.8567
  7853.2588    7855.4190  0.2046    8.5257
  7853.5239    7855.6850  0.2197   10.7990
  7854.3853    7856.5460  0.3125    0.1215
  7855.7109    7857.8720  0.2433    0.0950
  7858.0034    7860.1650  0.1877    1.8751
  7858.2827    7860.4450  0.2059    0.3778
  7860.6616    7862.8240  0.1937    7.2786
  7867.7397    7869.9040  0.1774    3.2565
  7868.0996    7870.2640  0.2064    0.2712
  7870.7383    7872.9040  0.1819    9.0700
  7873.4165    7875.5830  0.3324    0.1314
  7878.2529    7880.4200  0.3824    0.2553
  7878.7896    7880.9570  0.1882    4.7601
  7880.9990    7883.1670  0.1806    0.2279
  7881.6782    7883.8470  0.1931    3.5516
  7883.0889    7885.2580  0.2086    0.2444
  7884.4141    7886.5830  0.1542    0.1921
  7884.7275    7886.8970  0.1871    0.2524
  7885.6035    7887.7730  0.2024    0.1368
  7886.0093    7888.1790  0.1976    0.2504
  7886.6348    7888.8040  0.1842    0.3595
  7887.9238    7890.0940  0.1951    0.2730
  7888.8242    7890.9940  0.1879    0.3534
  7889.6802    7891.8510  0.1747    5.2483
  7890.5527    7892.7230  0.1956    0.1622
  7891.2900    7893.4610  0.1856    0.3513
  7892.5352    7894.7060  0.1876    0.2945
  7893.0352    7895.2070  0.2418    0.1042
  7893.5439    7895.7150  0.1821    0.2298
  7894.0332    7896.2050  0.2009    0.2980
  7895.3188    7897.4910  0.3459    0.2520
  7897.0659    7899.2380  0.1955    0.2111
  7897.9272    7900.1000  0.1807    0.1812
  7898.2632    7900.4360  0.1885    0.1448
  7898.6172    7900.7900  0.5842    0.1373
  7902.6997    7904.8740  0.4701    0.1715
  7903.2646    7905.4390  0.1817    0.2230
  7905.6328    7907.8080  0.1808    0.2428
  7906.9458    7909.1210  0.1865    0.3593
  7909.6357    7911.8120  0.1849    0.3624
  7910.9058    7913.0820  0.1770    0.4179
  7912.2642    7914.4410  0.3168    1.6923
  7913.7178    7915.8950  0.1947   24.4786
  7915.1270    7917.3040  0.1844    0.4647
  7918.4678    7920.6460  0.2576    0.7020
  7919.6411    7921.8200  0.1885    0.4644
  7921.1064    7923.2850  0.3378    6.2801
  7923.2002    7925.3800  0.1729    0.3353
  7924.4170    7926.5970  0.1809    0.3552
  7928.2583    7930.4390  0.1911    0.4166
  7928.5220    7930.7030  0.2159    0.2106
  7929.4780    7931.6590  0.1771    0.2921
  7930.8901    7933.0720  0.1790    3.0493
  7931.4399    7933.6220  0.2482    3.1244
  7932.0093    7934.1910  0.1789    1.3413
  7933.2573    7935.4400  -0.3152    0.1200
  7933.5825    7935.7650  0.2519    0.2473
  7934.8154    7936.9980  0.1774    0.2042
  7935.2275    7937.4100  0.1896    0.1216
  7937.6450    7939.8280  0.1573    0.1375
  7938.3638    7940.5470  0.2032    0.1156
  7938.6865    7940.8700  0.1519    0.0893
  7939.2529    7941.4370  0.1698    0.1636
  7940.4321    7942.6160  0.1904    0.1518
  7941.7144    7943.8990  0.1911    0.1558
  7942.0728    7944.2570  0.4255    0.1098
  7942.2744    7944.4590  0.1923    0.1201
  7942.8740    7945.0590  0.1483    0.1371
  7943.2598    7945.4450  0.2877    0.1413
  7944.0112    7946.1960  0.2049    0.1403
  7944.4536    7946.6390  0.1801    0.1320
  7945.3945    7947.5800  0.1771    0.4127
  7946.2222    7948.4080  0.1965    0.4019
  7949.2119    7951.3980  0.1994    5.7847
  7952.4321    7954.6200  0.2028    0.3000
  7962.6548    7964.8450  0.1668    0.1688
  7963.9424    7966.1330  0.1854    0.1646
  7964.6543    7966.8450  0.2101   18.5479
  7968.0610    7970.2530  0.2405    0.8457
  7968.2461    7970.4380  0.2072    0.8578
  7969.4702    7971.6620  0.1814    0.1293
  7970.8740    7973.0660  0.1675    0.1113
  7972.5381    7974.7310  0.1455    0.1108
  7973.0630    7975.2560  0.2115    0.1013
  7973.3730    7975.5660  0.2060    0.1507
  7975.5718    7977.7650  0.1890    0.1304
  7977.0039    7979.1980  0.1814    1.5057
  7977.6655    7979.8600  0.1803    1.4580
  7979.7729    7981.9680  0.1915    7.0654
  7986.0854    7988.2820  0.2234    0.1303
  7986.9863    7989.1830  0.3548    0.1221
  7987.4932    7989.6900  0.2150    0.2588
  7988.2832    7990.4800  0.2442    0.1632
  7989.7017    7991.8990  0.3604    0.1659
  7991.1191    7993.3170  0.1999    0.1569
  7991.6113    7993.8090  0.2080    0.2137
  7993.3340    7995.5320  0.3293   12.4183
  7994.0332    7996.2320  0.2260    0.4128
  7995.0435    7997.2420  0.2352    0.2015
  7996.1660    7998.3650  0.1852    0.2485
  7997.4526    7999.6520  0.1688    0.2161
  7998.1064    8000.3060  0.2198    0.2810
  7998.9189    8001.1190  0.2310    0.2164
  8000.1606    8002.3610  0.1812    0.1910
  8001.8862    8004.0870  0.2258    0.2024
  8002.3472    8004.5480  0.2105    0.1092
  8003.1753    8005.3760  0.1878    0.1612
  8004.2065    8006.4080  0.1351    0.1294
  8005.0713    8007.2730  0.1815    0.1115
  8005.6997    8007.9020  0.2257    0.1108
  8008.2446    8010.4470  0.1810    0.1608
  8010.6475    8012.8510  0.1759    0.1831
  8012.0029    8014.2060  0.1659    0.2329
  8014.0718    8016.2760  0.1892    5.6471
  8014.7495    8016.9540  0.2261    0.2793
  8016.0518    8018.2560  0.2051    0.2726
  8019.1069    8021.3120  0.1866    0.2761
  8020.0396    8022.2450  0.1979    0.4889
  8020.3867    8022.5920  0.1886    0.7297
  8023.7715    8025.9780  0.1907    0.2659
  8025.0508    8027.2580  0.2104    0.2963
  8025.6836    8027.8910  0.2026    7.8750
  8025.9639    8028.1710  0.2023    7.5955
  8028.1978    8030.4060  0.1838    0.8127
  8029.0254    8031.2340  0.1935    0.8083
  8029.9727    8032.1810  0.1677    0.2248
  8031.7720    8033.9810  0.3178    0.3464
  8033.9780    8036.1870  0.1828    0.1890
  8034.8887    8037.0980  0.1954    0.1093
  8035.2266    8037.4360  0.1975    0.1850
  8036.1333    8038.3430  0.2813    0.0928
  8039.5391    8041.7500  0.1955    0.1521
  8040.7666    8042.9780  0.1803    0.1859
  8041.1978    8043.4090  0.2468    0.1049
  8041.6479    8043.8590  0.1523    0.1133
  8042.4771    8044.6890  0.1987    0.1225
  8045.3691    8047.5820  0.2278    0.1112
  8046.5879    8048.8010  0.2034    0.1081
  8049.8989    8052.1130  0.2485    0.2636
  8050.1147    8052.3290  0.2013    0.3104
  8052.0312    8054.2460  0.2314    3.0372
  8055.4229    8057.6380  0.2233    0.1051
  8056.6089    8058.8240  0.0780    0.0948
  8057.0991    8059.3150  0.1993    0.0919
  8059.1743    8061.3910  0.2518    0.1179
  8061.9912    8064.2080  0.1782    4.0684
  8062.3892    8064.6060  0.1777    3.9185
  8063.7515    8065.9690  0.1978    0.1199
  8066.0840    8068.3020  0.1853    0.1810
  8067.6055    8069.8240  0.2084    0.1253
  8074.4077    8076.6280  0.2184    0.1632
  8074.6997    8076.9200  0.1928    0.1849
  8077.1523    8079.3730  0.1864    0.3032
  8077.6182    8079.8390  0.1732    0.3021
  8084.5967    8086.8200  0.1817    0.4533
  8085.6152    8087.8390  0.1853    0.4474
  8093.6768    8095.9020  0.3663    0.8847
  8094.9590    8097.1850  0.2980    0.1770
  8098.6392    8100.8660  0.1253    0.0903
  8099.7505    8101.9780  0.1643    0.1038
  8101.1514    8103.3790  0.1828    0.1485
  8102.2461    8104.4740  0.1986    1.7072
  8102.7734    8105.0010  0.1993    1.5930
  8104.2939    8106.5220  0.2124    0.1234
  8104.6748    8106.9030  0.1519    0.1067
  8105.0132    8107.2420  0.2058    0.1933
  8106.3374    8108.5660  0.2190    0.1332
  8107.3901    8109.6190  0.1696    0.1481
  8108.7168    8110.9460  0.1377    0.1329
  8110.0996    8112.3300  0.1814    0.1421
  8111.4136    8113.6440  0.2155    0.1200
  8113.1704    8115.4010  0.1859    0.1033
  8119.5894    8121.8220  0.2164    0.1073
  8122.0239    8124.2570  0.1957    0.1168
  8123.4146    8125.6480  0.2010    0.1535
  8126.2295    8128.4640  0.1910    0.1467
  8127.5654    8129.8000  0.2391    0.1815
  8130.7095    8132.9450  0.2064    0.1422
  8131.5327    8133.7690  0.1789    0.1366
  8132.0273    8134.2630  0.1692    0.1781
  8132.7109    8134.9470  0.1808    0.1173
  8134.5933    8136.8300  0.1737    0.1604
  8135.5186    8137.7550  0.1660    0.1449
  8136.3159    8138.5530  0.1716    0.1292
  8136.8237    8139.0610  0.2084    0.1567
  8138.3643    8140.6020  0.1837    0.2291
  8138.9780    8141.2160  0.1355    0.4649
  8139.2788    8141.5170  0.1757    0.4183
  8139.5981    8141.8360  0.1894    0.1950
  8140.2139    8142.4520  0.1848    0.2066
  8140.6597    8142.8980  0.1985    0.1368
  8141.9429    8144.1820  0.1922    0.1261
  8146.1172    8148.3570  0.1147    0.1306
  8146.5010    8148.7410  0.2086    0.8998
  8147.1816    8149.4220  0.1783    0.5902
  8147.6479    8149.8880  0.1925    0.2856
  8151.1289    8153.3700  0.1608    0.0926
  8151.9028    8154.1440  0.1936    0.1108
  8153.1528    8155.3940  0.2133    0.1070
  8188.2095    8190.4610  0.2018    0.3569
  8188.6343    8190.8860  0.1945    0.2707
  8194.8555    8197.1080  0.1949    0.4124
  8195.6455    8197.8990  0.1936    0.3427
  8204.6465    8206.9020  0.2663    0.1133
  8205.9805    8208.2360  0.1436    0.1231
  8207.5117    8209.7680  0.2344    0.1790
  8208.3584    8210.6150  0.2280    0.1175
  8209.4121    8211.6690  0.1880    0.1239
  8213.8955    8216.1540  0.1990    0.1525
  8215.3252    8217.5840  0.2005    0.1583
  8241.4688    8243.7340  0.1906    0.2594
  8241.9990    8244.2650  0.1946    0.2415
  8247.3564    8249.6240  0.1913    0.3435
  8248.3018    8250.5690  0.1904    0.2793
  8255.1865    8257.4560  0.1777    0.3012
  8268.6143    8270.8870  0.1779    0.1155
  8272.0801    8274.3540  0.2294    0.0932
  8276.5322    8278.8070  0.1967    0.2244
  8278.3125    8280.5880  0.2133    3.3334
  8278.5938    8280.8690  0.2102    1.5563
  8281.0391    8283.3150  0.2193    1.7234
  8281.6934    8283.9700  0.2009    8.3378
  8282.3232    8284.6000  0.2181    0.1659
  8282.6777    8284.9540  0.1955    0.7563
  8283.1777    8285.4540  0.2165    0.4812
  8283.8174    8286.0940  0.2067    0.1155
  8284.9385    8287.2160  0.1948    0.1581
  8286.4053    8288.6830  0.1966    3.6253
  8288.6084    8290.8870  0.2014   13.7231
  8290.5889    8292.8680  0.2300    0.7881
  8296.2520    8298.5320  0.1855    5.9021
  8298.9062    8301.1870  0.1942   16.8148
  8299.4805    8301.7620  0.1905    0.2343
  8302.0215    8304.3030  0.1790    0.4312
  8302.5342    8304.8160  0.2491    0.4475
  8304.0820    8306.3640  0.1825    0.3078
  8305.1953    8307.4780  0.1608    0.2397
  8308.3662    8310.6500  0.1624    0.1550
  8310.7246    8313.0090  0.2000    5.9864
  8317.6855    8319.9720  0.2104    0.3456
  8318.4795    8320.7660  0.3504    0.2816
  8319.6865    8321.9730  0.4170    0.1086
  8337.5576    8339.8490  0.2182    0.3283
  8338.4180    8340.7100  0.2125    0.2467
  8338.7041    8340.9960  0.2066    0.2244
  8343.0361    8345.3290  0.3172    3.1141
  8344.6133    8346.9070  0.2045   41.3499
  8349.6436    8351.9380  0.2106    0.6961
  8349.9336    8352.2280  0.1928    0.7251
  8352.8770    8355.1730  0.3579    8.0904
  8356.2744    8358.5710  0.1975    0.1451
  8360.4326    8362.7300  0.2322    0.2760
  8360.7051    8363.0030  0.1501    0.3029
  8361.0996    8363.3970  0.3843    0.3295
  8361.6963    8363.9940  0.2388    0.3002
  8362.6377    8364.9360  0.2012    0.2441
  8363.0449    8365.3430  0.2027    0.2324
  8364.5088    8366.8080  0.1918    2.5528
  8364.9697    8367.2690  0.2064    2.3724
  8365.4873    8367.7860  0.2417    0.1544
  8366.4385    8368.7380  0.2011    0.3177
  8367.0840    8369.3830  0.1991    0.1378
  8369.4561    8371.7560  0.2141    0.1159
  8372.8135    8375.1150  0.2120    0.1067
  8376.1230    8378.4250  0.3937    0.1405
  8379.9180    8382.2210  0.1877    0.7781
  8380.7480    8383.0510  0.1945    0.7663
  8382.4023    8384.7060  0.2169    9.3045
  8387.2891    8389.5940  0.2865    0.1321
  8390.1797    8392.4850  0.3546    0.1948
  8391.1689    8393.4750  0.1965    0.2237
  8391.6895    8393.9960  0.1820    0.2051
  8395.6094    8397.9170  0.2344    0.1138
  8399.1758    8401.4840  0.2216   31.6444
  8399.1758    8401.4840  0.2220   31.3224
  8400.4580    8402.7670  0.1910    0.2252
  8415.2422    8417.5550  0.1931   13.1818
  8423.0176    8425.3320  0.2942    0.1431
  8423.3037    8425.6180  0.1966    0.1501
  8424.1211    8426.4360  0.2133    0.2231
  8424.7549    8427.0700  0.1765    0.1445
  8426.3857    8428.7010  0.2310    0.2678
  8427.4297    8429.7450  0.3153    0.3713
  8430.1172    8432.4340  0.2447   22.1756
  8430.1768    8432.4930  0.3604   22.2793
  8432.1709    8434.4880  0.2180    0.2925
  8434.3857    8436.7030  0.2234    0.5997
  8435.9775    8438.2960  0.2348    0.0966
  8446.3701    8448.6910  0.2406    0.4199
  8446.7793    8449.1000  0.1663    0.2791
  8448.5996    8450.9210  0.2601    0.0727
  8449.3447    8451.6660  0.2333    0.0823
  8450.9736    8453.2960  0.4550    0.1152
  8452.2656    8454.5880  0.2039   10.9385
  8453.7949    8456.1180  0.1935    0.1013
  8454.1514    8456.4740  0.2257    0.1447
  8456.7852    8459.1090  0.1933    0.1009
  8460.4561    8462.7810  0.2182    0.1341
  8460.8857    8463.2110  0.1639    0.1325
  8461.5684    8463.8930  0.2467    0.1342
  8462.4092    8464.7340  0.1884    0.1398
  8465.2334    8467.5590  0.2190   13.4872
  8465.5146    8467.8410  0.2111   13.3193
  8474.6191    8476.9480  0.3552    0.4642
  8493.3965    8495.7300  0.2228    6.6999
  8494.0400    8496.3740  0.1991    0.3898
  8494.2793    8496.6130  0.2661    0.4111
  8496.9131    8499.2480  0.1898    0.3003
  8498.0293    8500.3640  0.1921    0.2248
  8500.8662    8503.2020  0.1719    0.3781
  8502.5488    8504.8850  0.2187    0.3409
  8503.1240    8505.4600  0.1554    0.1208
  8503.7412    8506.0780  0.1664    0.1758
  8504.6416    8506.9780  0.1832    7.8616
  8505.0684    8507.4050  0.1893    7.5702
  8520.4307    8522.7720  0.2036    0.2401
  8520.7549    8523.0960  0.1856    0.2893
  8538.6904    8541.0360  0.4083    5.9527
